"4,542,318",26-Nov-12,Single Web Donation,AMERICAN EXPRESS,50,0.8,0,1,0,1.8,48.2,12.5,Due to Charity,0,"4,354,123",Mr,4354123FirstName,4354123LastName,,AddressLine1,Addressline2,Huddersfield,West Yorkshire,HD3 3JU,United Kingdom,791111140,4354123@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,543,110",26-Nov-12,Single Web Donation,VISA DEBIT,5,0.08,0,0.1,0,0.18,4.82,1.25,Due to Charity,0,"4,354,889",Mr,4354889FirstName,4354889LastName,,AddressLine1,Addressline2,Hemel Hempstead,Hertfordshire,HP1 3EY,United Kingdom,791111141,4354889@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,544,605",27-Nov-12,Single Web Donation,VISA DEBIT,50,0.73,0,1,0,1.73,48.27,12.5,Due to Charity,0,"4,356,169",Mr,4356169FirstName,4356169LastName,,AddressLine1,Addressline2,Ashwater,Devon,EX21 5EW,United Kingdom,791111142,4356169@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,544,717",27-Nov-12,Single Web Donation,AMERICAN EXPRESS,250,4,0,5,0,9,241,,,0,"4,356,278",Mr,4356278FirstName,4356278LastName,,AddressLine1,Addressline2,St. Helens,Merseyside,WA11 9NW,United Kingdom,791111143,4356278@gmail.com.fake,Charity Marketing Not Allowed,Donor States Not Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,544,748",27-Nov-12,Single Web Donation,AMERICAN EXPRESS,250,4,0,5,0,9,241,,,0,"4,356,309",Mr,4356309FirstName,4356309LastName,,AddressLine1,Addressline2,St. Helens,Merseyside,WA11 9NW,United Kingdom,791111144,4356309@gmail.com.fake,Charity Marketing Not Allowed,Donor States Not Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,544,761",27-Nov-12,Single Web Donation,AMERICAN EXPRESS,100,1.6,0,2,0,3.6,96.4,,,0,"4,356,320",Mr,4356320FirstName,4356320LastName,,AddressLine1,Addressline2,St. Helens,Merseyside,WA11 9NW,United Kingdom,791111145,4356320@gmail.com.fake,Charity Marketing Not Allowed,Donor States Not Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,544,877",27-Nov-12,Single Web Donation,PAYPAL,5,0.08,0,0.1,0,0.18,4.82,1.25,Due to Charity,0,"4,356,436",,4356436FirstName,4356436LastName,,AddressLine1,Addressline2,leeds,,ls15 9dq,United Kingdom,791111146,4356436@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,545,004",27-Nov-12,Single Web Donation,AMERICAN EXPRESS,125,2,0,2.5,0,4.5,120.5,,,0,"4,356,559",Mr,4356559FirstName,4356559LastName,,AddressLine1,Addressline2,St. Helens,Merseyside,WA11 9NW,United Kingdom,791111147,4356559@gmail.com.fake,Charity Marketing Not Allowed,Donor States Not Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,545,355",27-Nov-12,Single Web Donation,PAYPAL,10,0.16,0,0.2,0,0.36,9.64,2.5,Due to Charity,0,"4,356,903",,4356903FirstName,4356903LastName,,AddressLine1,Addressline2,Torquay,,TQ1 1RX,United Kingdom,791111148,4356903@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,546,857",28-Nov-12,Single Web Donation,PAYPAL,5,0.08,0,0.1,0,0.18,4.82,1.25,Due to Charity,0,"4,358,086",,4358086FirstName,4358086LastName,,AddressLine1,Addressline2,hadleigh,,ip7 5er,United Kingdom,791111149,4358086@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,549,033",28-Nov-12,Single Web Donation,VISA CREDIT,5,0.08,0,0.1,0,0.18,4.82,1.25,Due to Charity,0,"4,360,194",Mr,4360194FirstName,4360194LastName,,AddressLine1,Addressline2,Sheffield,South Yorkshire,S8 8SA,United Kingdom,791111150,4360194@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
"4,553,970",30-Nov-12,Single Web Donation,PAYPAL,5,0.08,0,0.1,0,0.18,4.82,1.25,Due to Charity,0,"4,364,926",,4364926FirstName,4364926LastName,,AddressLine1,Addressline2,leeds,,ls10 3qg,United Kingdom,791111154,4364926@gmail.com.fake,Charity Marketing Not Allowed,Donor States Eligible for Gift Aid,,,,,266395's Donor Message,"252,800",266395's Fundraising Page,Other,,,,,,,,"266,395",Mr,Steve,Treadmill,1-Jan-60,AddressLine1,,St. Helens,Merseyside,WA11 9NW,United Kingdom,266395@fundraiser-email.com.fake,temporarilyhidden,,Charity Marketing Not Allowed
